fetched_at,source,source_url,fund_code,etf_code,as_of_datetime,edit_datetime,asset_code,stock_code,stock_name,currency,shares,market_value,weight_pct,position,contract_month
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2330,台積電,NTD,12680000.0,30368600000.0,16.92,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2303,聯電,NTD,79000000.0,9717000000.0,5.41,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3017,奇鋐,NTD,3450000.0,9522000000.0,5.31,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2383,台光電,NTD,1600000.0,8856000000.0,4.93,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3037,欣興,NTD,8460000.0,8392320000.0,4.68,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2454,聯發科,NTD,2000000.0,8040000000.0,4.48,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2344,華邦電,NTD,42300000.0,7529400000.0,4.2,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6223,旺矽,NTD,1050000.0,6630750000.0,3.69,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2327,國巨*,NTD,9000000.0,5553000000.0,3.09,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2308,台達電,NTD,3040000.0,5487200000.0,3.06,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3711,日月光投控,NTD,8000000.0,5032000000.0,2.8,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2345,智邦,NTD,2307000.0,4925445000.0,2.74,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3189,景碩,NTD,4250000.0,3578500000.0,1.99,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,5274,信驊,NTD,199500.0,3279780000.0,1.83,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3653,健策,NTD,800000.0,3252000000.0,1.81,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6669,緯穎,NTD,500000.0,2965000000.0,1.65,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6274,台燿,NTD,1680000.0,2696400000.0,1.5,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3665,貿聯-KY,NTD,1200000.0,2640000000.0,1.47,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3443,創意,NTD,510000.0,2527050000.0,1.41,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3533,嘉澤,NTD,1240000.0,2467600000.0,1.38,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6488,環球晶,NTD,2646000.0,2246454000.0,1.25,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,8046,南電,NTD,1750000.0,2012500000.0,1.12,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2360,致茂,NTD,897000.0,1865760000.0,1.04,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,8996,高力,NTD,1600000.0,1704000000.0,0.95,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6239,力成,NTD,5360000.0,1514200000.0,0.84,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,4958,臻鼎-KY,NTD,3000000.0,1470000000.0,0.82,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6805,富世達,NTD,700000.0,1253000000.0,0.7,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,1303,南亞,NTD,6000000.0,1140000000.0,0.64,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3008,大立光,NTD,260000.0,1132300000.0,0.63,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,7769,鴻勁,NTD,165000.0,1047750000.0,0.58,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,1560,中砂,NTD,1500000.0,1030500000.0,0.57,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2337,旺宏,NTD,7498000.0,993485000.0,0.55,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2317,鴻海,NTD,3200000.0,841600000.0,0.47,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3211,順達,NTD,2000000.0,800000000.0,0.45,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3450,聯鈞,NTD,1600000.0,757600000.0,0.42,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3583,辛耘,NTD,900000.0,631800000.0,0.35,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,8358,金居,NTD,1312000.0,499216000.0,0.28,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2049,上銀,NTD,1010000.0,371680000.0,0.21,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6442,光聖,NTD,225000.0,326250000.0,0.18,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,4966,譜瑞-KY,NTD,500000.0,297500000.0,0.17,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2404,漢唐,NTD,250000.0,287500000.0,0.16,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,3264,欣銓,NTD,700000.0,153650000.0,0.09,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,1717,長興,NTD,2300000.0,165370000.0,0.09,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2481,強茂,NTD,1100000.0,155650000.0,0.09,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,2455,全新,NTD,336000.0,123480000.0,0.07,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6285,啟碁,NTD,350000.0,88900000.0,0.05,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6415,矽力*-KY,NTD,200000.0,93300000.0,0.05,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,8299,群聯,NTD,1000.0,2090000.0,0.0,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,6196,帆宣,NTD,1000.0,510000.0,0.0,,
2026-08-11T20:00:02+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-11,2026-08-11T16:30:45,ST,5347,世界,NTD,1000.0,158000.0,0.0,,
