fetched_at,source,source_url,fund_code,etf_code,as_of_datetime,edit_datetime,asset_code,stock_code,stock_name,currency,shares,market_value,weight_pct
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,MU US,MICRON TECHNOLOGY INC,USD,123569.0,101700994.07,6.11
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),USD,205000.0,97610750.0,5.86
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,AMAT US,APPLIED MATERIALS INC,USD,135000.0,68535450.0,4.12
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,2383,台光電,NTD,445000.0,2111525000.0,3.92
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,3037,欣興,NTD,2600000.0,2046200000.0,3.8
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,6981 JP,MURATA MANUFACTURING CO LTD,JPY,1350000.0,10011600000.0,3.75
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,WDC US,WESTERN DIGITAL CORP,USD,105000.0,57208200.0,3.43
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,2330,台積電,NTD,750000.0,1818750000.0,3.38
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,LITE US,LUMENTUM HOLDINGS INC,USD,77000.0,54973380.0,3.3
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,285A JP,KIOXIA HOLDINGS CORP,JPY,180000.0,8370000000.0,3.13
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,009150 KS,Samsung Electro-Mechanics co(009150 ks),KRW,65000.0,74230000000.0,3.11
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,2454,聯發科,NTD,445000.0,1581975000.0,2.94
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,CRDO US,CREDO TECHNOLOGY GROUP HOLDI,USD,225000.0,46572750.0,2.8
2026-08-04T00:00:01+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-08-03,2026-08-03T16:30:17,ST,IFX GY,INFINEON TECHNOLOGIES AG,EUR,625000.0,38543750.0,2.67
