fetched_at,source,source_url,fund_code,etf_code,as_of_datetime,edit_datetime,asset_code,stock_code,stock_name,currency,shares,market_value,weight_pct
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,MU US,MICRON TECHNOLOGY INC,USD,116000.0,140772960.0,7.03
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,285A JP,KIOXIA HOLDINGS CORP,JPY,185000.0,19212250000.0,5.92
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,SNDK US,SANDISK CORP,USD,45000.0,105075000.0,5.24
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),USD,195000.0,103851150.0,5.18
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,009150 KS,Samsung Electro-Mechanics co(009150 ks),KRW,80000.0,160000000000.0,5.18
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,6981 JP,MURATA MANUFACTURING CO LTD,JPY,1066000.0,12605450000.0,3.89
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,BE US,BLOOM ENERGY CORP- A,USD,230000.0,71111400.0,3.55
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,MRVL US,MARVELL TECHNOLOGY INC,USD,230000.0,64689800.0,3.23
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,WDC US,WESTERN DIGITAL CORP,USD,90000.0,60785100.0,3.03
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,2454,聯發科,NTD,445000.0,1917950000.0,3.0
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,2383,台光電,NTD,330000.0,1861200000.0,2.92
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,IFX GY,INFINEON TECHNOLOGIES AG,EUR,625000.0,51256250.0,2.9
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,LITE US,LUMENTUM HOLDINGS INC,USD,62000.0,53442140.0,2.67
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,3037,欣興,NTD,1650000.0,1683000000.0,2.64
2026-06-29T08:36:57+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-06-26,2026-06-26T16:30:56,ST,6976 JP,TAIYO YUDEN CO LTD,JPY,415000.0,7810300000.0,2.41
