fetched_at,source,source_url,fund_code,etf_code,as_of_datetime,edit_datetime,asset_code,stock_code,stock_name,currency,shares,market_value,weight_pct,position,contract_month
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,LITE US,LUMENTUM HOLDINGS INC,USD,117000.0,104552370.0,6.53,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,BE US,BLOOM ENERGY CORP- A,USD,350000.0,98266000.0,6.14,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,SPCX US,SPACE EXPLORATION TECHN-CL A,USD,550000.0,85145500.0,5.32,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,3037,欣興,NTD,2600000.0,2444000000.0,4.79,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,009150 KS,Samsung Electro-Mechanics co(009150 ks),KRW,70000.0,93100000000.0,4.21,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,6981 JP,MURATA MANUFACTURING CO LTD,JPY,1350000.0,10031850000.0,4.03,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,MU US,MICRON TECHNOLOGY INC,USD,60000.0,58650000.0,3.66,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,PANW US,PALO ALTO NETWORKS INC,USD,150000.0,56259000.0,3.51,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,MSFT US,MICROSOFT CORP(微軟公司),USD,100000.0,49775000.0,3.11,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,2454,聯發科,NTD,330000.0,1485000000.0,2.91,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,SNOW US,SNOWFLAKE INC-CLASS A(Snowflake公司),USD,130000.0,43990700.0,2.75,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,3017,奇鋐,NTD,440000.0,1401400000.0,2.75,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,PLTR US,PALANTIR TECHNOLOGIES INC-A,USD,225000.0,39654000.0,2.48,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,NVDA US,NVIDIA CORP(輝達公司),USD,175000.0,38384500.0,2.4,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,2383,台光電,NTD,250000.0,1173750000.0,2.3,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,INTC US,INTEL CORP,USD,320399.0,34859411.2,2.18,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,HOOD US,ROBINHOOD MARKETS INC - A,USD,300120.0,32956177.2,2.06,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,2303,聯電,NTD,7000000.0,1032500000.0,2.02,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,CRWD US,CROWDSTRIKE HOLDINGS INC - A,USD,130754.0,32126257.8,2.01,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,3308 HK,ZHONGJI INNOLIGHT CO LTD-H,HKD,220000.0,253000000.0,2.01,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,NOW US,SERVICENOW INC,USD,230000.0,31848100.0,1.99,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,000660 KS,SK HYNIX INC,KRW,25000.0,43625000000.0,1.97,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,300757 CH,ROBOTECHNIK INTELLIGENT TE-A,CNH,334997.0,203664776.12,1.9,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,2330,台積電,NTD,400000.0,970000000.0,1.9,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,AMD US,ADVANCED MICRO DEVICES.amd us(超微半導體公司),USD,50000.0,27254500.0,1.7,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,4979,華星光,NTD,1510000.0,839560000.0,1.64,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,992 HK,LENOVO GROUP LTD,HKD,6000000.0,205920000.0,1.64,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,TWLO US,TWILIO INC - A,USD,100000.0,24624000.0,1.54,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,TER US,TERADYNE INC,USD,70000.0,24719100.0,1.54,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,NET US,CLOUDFLARE INC - CLASS A,USD,70000.0,23375800.0,1.46,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,OKTA US,OKTA INC,USD,120000.0,22802400.0,1.42,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,6997 JP,NIPPON CHEMI-CON CORP,JPY,1275100.0,3484848300.0,1.4,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,6515,穎崴,NTD,100000.0,612000000.0,1.2,,
2026-09-18T23:01:19+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=61YTW,61YTW,00988A,2026-09-17,2026-09-18T15:36:17,ST,IFX GY,INFINEON TECHNOLOGIES AG,EUR,300000.0,16320000.0,1.17,,
