fetched_at,source,source_url,fund_code,etf_code,as_of_datetime,edit_datetime,asset_code,stock_code,stock_name,currency,shares,market_value,weight_pct
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2330,台積電,NTD,12680000.0,29988200000.0,16.69
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3017,奇鋐,NTD,3450000.0,10143000000.0,5.65
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2303,聯電,NTD,79000000.0,9598500000.0,5.34
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3037,欣興,NTD,8460000.0,8231580000.0,4.58
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2383,台光電,NTD,1495000.0,7930975000.0,4.41
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2454,聯發科,NTD,2000000.0,7840000000.0,4.36
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2344,華邦電,NTD,42300000.0,7233300000.0,4.03
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,6223,旺矽,NTD,1050000.0,6615000000.0,3.68
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2345,智邦,NTD,2307000.0,5559870000.0,3.09
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2308,台達電,NTD,3040000.0,5107200000.0,2.84
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3653,健策,NTD,1030000.0,4583500000.0,2.55
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2327,國巨*,NTD,8000000.0,4560000000.0,2.54
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3711,日月光投控,NTD,7500000.0,4462500000.0,2.48
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3189,景碩,NTD,4250000.0,3625250000.0,2.02
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,6669,緯穎,NTD,500000.0,3132500000.0,1.74
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,5274,信驊,NTD,184500.0,3090375000.0,1.72
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,4958,臻鼎-KY,NTD,6154000.0,2966228000.0,1.65
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3665,貿聯-KY,NTD,1200000.0,2844000000.0,1.58
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,6274,台燿,NTD,1680000.0,2570400000.0,1.43
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3533,嘉澤,NTD,1240000.0,2442800000.0,1.36
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,6488,環球晶,NTD,2646000.0,2307312000.0,1.28
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3443,創意,NTD,510000.0,2284800000.0,1.27
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,8046,南電,NTD,1750000.0,1933750000.0,1.08
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,8996,高力,NTD,1600000.0,1816000000.0,1.01
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2360,致茂,NTD,897000.0,1771575000.0,0.99
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,7769,鴻勁,NTD,260000.0,1683500000.0,0.94
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,6239,力成,NTD,5330000.0,1436435000.0,0.8
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,6805,富世達,NTD,700000.0,1232000000.0,0.69
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3008,大立光,NTD,260000.0,1202500000.0,0.67
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,1560,中砂,NTD,1500000.0,1039500000.0,0.58
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2337,旺宏,NTD,7498000.0,967242000.0,0.54
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,2317,鴻海,NTD,3200000.0,846400000.0,0.47
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3211,順達,NTD,2000000.0,713000000.0,0.4
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3583,辛耘,NTD,900000.0,663300000.0,0.37
2026-08-06T21:04:00+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,63YTW,00403A,2026-08-06,2026-08-06T16:41:51,ST,3450,聯鈞,NTD,1200000.0,589800000.0,0.33
