fetched_at,source,source_url,fund_code,etf_code,as_of_datetime,edit_datetime,asset_code,stock_code,stock_name,currency,shares,market_value,weight_pct
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,2330,台積電,NTD,11960000.0,28285400000.0,10.11
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,2383,台光電,NTD,4486000.0,21914110000.0,7.83
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,2454,聯發科,NTD,4263000.0,18330900000.0,6.55
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,2345,智邦,NTD,6334000.0,15771660000.0,5.63
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,2308,台達電,NTD,6572000.0,15115600000.0,5.4
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,6669,緯穎,NTD,2492000.0,14104720000.0,5.04
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,2327,國巨*,NTD,18313000.0,14082697000.0,5.03
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,3017,奇鋐,NTD,5191000.0,13496600000.0,4.82
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,6223,旺矽,NTD,2169000.0,12504285000.0,4.47
2026-06-05T20:37:10+08:00,ezmoney,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=49YTW,49YTW,00981A,2026-06-05T20:33:41.6021174+08:00,2026-06-05T16:30:02,ST,3037,欣興,NTD,12466000.0,11630778000.0,4.16
