stock_code,stock_name,etf_code,fund_code,current_increase_streak,latest_share_change,streak_total_share_change,latest_shares,latest_weight_pct,streak_start_date,latest_as_of_date,snapshot_count
1319,東陽,00981A,49YTW,0,0.0,0.0,278000.0,0.01,,2026-09-24,62
1590,亞德客-KY,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
1815,富喬,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2002,中鋼,00981A,49YTW,0,0.0,0.0,5163000.0,0.03,,2026-09-24,62
2049,上銀,00981A,49YTW,0,0.0,0.0,1080000.0,0.13,,2026-09-24,62
2313,華通,00981A,49YTW,0,0.0,0.0,501000.0,0.04,,2026-09-24,62
2317,鴻海,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2357,華碩,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2360,致茂,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2382,廣達,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2404,漢唐,00981A,49YTW,0,0.0,0.0,1200000.0,0.52,,2026-09-24,62
2408,南亞科,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2439,美律,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
2481,強茂,00981A,49YTW,0,0.0,0.0,5000.0,0.0,,2026-09-24,62
2637,慧洋-KY,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
3008,大立光,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
3036,文曄,00981A,49YTW,0,0.0,0.0,1200000.0,0.13,,2026-09-24,62
3217,優群,00981A,49YTW,0,0.0,0.0,382000.0,0.03,,2026-09-24,62
3376,新日興,00981A,49YTW,0,0.0,0.0,1740000.0,0.1,,2026-09-24,62
3533,嘉澤,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
3661,世芯-KY,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
4966,譜瑞-KY,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
4979,華星光,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
5347,世界,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
5439,高技,00981A,49YTW,0,0.0,0.0,2280000.0,0.2,,2026-09-24,62
6147,頎邦,00981A,49YTW,0,0.0,0.0,938000.0,0.04,,2026-09-24,62
6187,萬潤,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
6415,矽力*-KY,00981A,49YTW,0,0.0,0.0,1038000.0,0.24,,2026-09-24,62
6488,環球晶,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
8150,南茂,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
8358,金居,00981A,49YTW,0,0.0,0.0,1000.0,0.0,,2026-09-24,62
6515,穎崴,00981A,49YTW,0,-2000.0,0.0,93000.0,0.19,,2026-09-24,62
6510,精測,00981A,49YTW,0,-5000.0,0.0,251000.0,0.29,,2026-09-24,62
8996,高力,00981A,49YTW,0,-9000.0,0.0,476000.0,0.25,,2026-09-24,62
3653,健策,00981A,49YTW,0,-10000.0,0.0,2502000.0,5.96,,2026-09-24,62
8210,勤誠,00981A,49YTW,0,-20000.0,0.0,1139000.0,0.35,,2026-09-24,62
3443,創意,00981A,49YTW,0,-25000.0,0.0,388000.0,1.14,,2026-09-24,62
2368,金像電,00981A,49YTW,0,-29000.0,0.0,1634000.0,0.62,,2026-09-24,62
6271,同欣電,00981A,49YTW,0,-37000.0,0.0,2185000.0,0.17,,2026-09-24,62
5274,信驊,00981A,49YTW,0,-39000.0,0.0,168900.0,1.15,,2026-09-24,62
6223,旺矽,00981A,49YTW,0,-45000.0,0.0,2499000.0,4.66,,2026-09-24,62
6274,台燿,00981A,49YTW,0,-50000.0,0.0,5886000.0,3.03,,2026-09-24,62
6278,台表科,00981A,49YTW,0,-55000.0,0.0,3193000.0,0.23,,2026-09-24,62
3017,奇鋐,00981A,49YTW,0,-60000.0,0.0,5889000.0,7.21,,2026-09-24,62
4958,臻鼎-KY,00981A,49YTW,0,-60000.0,0.0,3483000.0,0.57,,2026-09-24,62
3665,貿聯-KY,00981A,49YTW,0,-67000.0,0.0,3876848.0,3.12,,2026-09-24,62
6191,精成科,00981A,49YTW,0,-67000.0,0.0,3921000.0,0.11,,2026-09-24,62
2308,台達電,00981A,49YTW,0,-100000.0,0.0,7320000.0,4.82,,2026-09-24,62
2383,台光電,00981A,49YTW,0,-100000.0,0.0,4650000.0,8.09,,2026-09-24,62
2454,聯發科,00981A,49YTW,0,-100000.0,0.0,5086000.0,9.26,,2026-09-24,62
6805,富世達,00981A,49YTW,0,-100000.0,0.0,1673000.0,1.46,,2026-09-24,62
8046,南電,00981A,49YTW,0,-100000.0,0.0,8937000.0,3.82,,2026-09-24,62
2345,智邦,00981A,49YTW,0,-200000.0,0.0,6264000.0,4.09,,2026-09-24,62
2449,京元電子,00981A,49YTW,0,-200000.0,0.0,12938450.0,1.39,,2026-09-24,62
3037,欣興,00981A,49YTW,0,-200000.0,0.0,20100000.0,8.2,,2026-09-24,62
3264,欣銓,00981A,49YTW,0,-200000.0,0.0,4982000.0,0.42,,2026-09-24,62
6669,緯穎,00981A,49YTW,0,-265000.0,0.0,4873561.0,3.55,,2026-09-24,62
2327,國巨*,00981A,49YTW,0,-350000.0,0.0,24757000.0,4.95,,2026-09-24,62
2330,台積電,00981A,49YTW,0,-400000.0,0.0,11464000.0,9.77,,2026-09-24,62
3711,日月光投控,00981A,49YTW,0,-1500000.0,0.0,13966000.0,3.36,,2026-09-24,62
2303,聯電,00981A,49YTW,0,-2000000.0,0.0,87118000.0,4.62,,2026-09-24,62
